"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2010"	"2010"	14	182265	Unreliable	Unreliable	3.1	9.9
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2011"	"2011"	13	186717	Unreliable	Unreliable	3.0	9.8
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2012"	"2012"	12	190790	Unreliable	Unreliable	2.5	8.5
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2013"	"2013"	11	195540	Unreliable	Unreliable	2.0	7.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2014"	"2014"	18	200111	Unreliable	Unreliable	3.7	10.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2015"	"2015"	12	203709	Unreliable	Unreliable	2.1	7.0
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2017"	"2017"	22	212628	10.3	6.6	4.1	10.0
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2018"	"2018"	12	218022	Unreliable	Unreliable	2.0	7.2
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2019"	"2019"	13	223234	Unreliable	Unreliable	2.0	6.9
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2010"	"2010"	27	182265	14.8	12.3	8.1	17.8
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2011"	"2011"	28	186717	15.0	11.5	7.6	16.6
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2012"	"2012"	21	190790	11.0	8.7	5.4	13.3
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2013"	"2013"	18	195540	Unreliable	Unreliable	4.4	11.7
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2014"	"2014"	20	200111	10.0	7.5	4.6	11.6
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2015"	"2015"	25	203709	12.3	8.8	5.6	13.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2016"	"2016"	25	208563	12.0	8.0	5.2	12.0
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2017"	"2017"	28	212628	13.2	9.6	6.4	13.9
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2018"	"2018"	19	218022	Unreliable	Unreliable	3.5	9.2
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2019"	"2019"	18	223234	Unreliable	Unreliable	3.2	8.8
	"Calhoun County, AL"	"01015"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	"2013"	"2013"	10	116736	Unreliable	Unreliable	3.3	12.7
	"Calhoun County, AL"	"01015"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2010"	"2010"	12	118572	Unreliable	Unreliable	4.8	16.1
	"Calhoun County, AL"	"01015"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2012"	"2012"	13	117296	Unreliable	Unreliable	5.3	17.0
	"Calhoun County, AL"	"01015"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2014"	"2014"	13	115916	Unreliable	Unreliable	5.0	16.2
	"Calhoun County, AL"	"01015"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	"2015"	"2015"	13	115620	Unreliable	Unreliable	4.6	14.9
