"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Cullman County, AL"	"01043"	"Emphysema (J43)"	"GR113-084"	"2012"	"2012"	10	80440	Unreliable	Unreliable	4.6	17.5
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	29	658466	4.4	4.1	2.8	5.9
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	22	658931	3.3	2.8	1.7	4.2
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2012"	"2012"	15	660009	Unreliable	Unreliable	1.1	3.3
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	10	659479	Unreliable	Unreliable	0.6	2.4
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	16	660793	Unreliable	Unreliable	1.2	3.5
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	12	660367	Unreliable	Unreliable	0.8	2.6
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2017"	"2017"	13	659197	Unreliable	Unreliable	0.8	2.7
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	15	659300	Unreliable	Unreliable	1.1	3.1
	"Jefferson County, AL"	"01073"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	11	658573	Unreliable	Unreliable	0.7	2.4
	"Lauderdale County, AL"	"01077"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	10	92709	Unreliable	Unreliable	4.3	16.5
	"Madison County, AL"	"01089"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	10	334811	Unreliable	Unreliable	1.4	5.3
	"Madison County, AL"	"01089"	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	10	346892	Unreliable	Unreliable	1.3	5.1
	"Mobile County, AL"	"01097"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	15	412992	Unreliable	Unreliable	2.0	5.9
	"Mobile County, AL"	"01097"	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	11	412577	Unreliable	Unreliable	1.3	4.5
	"Mobile County, AL"	"01097"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	14	413757	Unreliable	Unreliable	1.5	4.7
	"Montgomery County, AL"	"01101"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	10	226189	Unreliable	Unreliable	2.0	7.5
	"Montgomery County, AL"	"01101"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	12	226519	Unreliable	Unreliable	2.6	8.7
	"Anchorage Borough, AK"	"02020"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	14	291826	Unreliable	Unreliable	4.4	14.1
	"Anchorage Borough, AK"	"02020"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	10	301010	Unreliable	Unreliable	2.1	8.7
	"Anchorage Borough, AK"	"02020"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	17	298695	Unreliable	Unreliable	4.4	12.9
	"Anchorage Borough, AK"	"02020"	"Emphysema (J43)"	"GR113-084"	"2016"	"2016"	10	298192	Unreliable	Unreliable	2.2	9.1
	"Cochise County, AZ"	"04003"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	10	126770	Unreliable	Unreliable	2.5	10.3
	"Cochise County, AZ"	"04003"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	14	125922	Unreliable	Unreliable	3.7	11.4
	"Coconino County, AZ"	"04005"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	10	139097	Unreliable	Unreliable	3.8	15.8
	"Coconino County, AZ"	"04005"	"Emphysema (J43)"	"GR113-084"	"2016"	"2016"	12	140908	Unreliable	Unreliable	4.6	16.4
	"Coconino County, AZ"	"04005"	"Emphysema (J43)"	"GR113-084"	"2017"	"2017"	10	140776	Unreliable	Unreliable	3.8	15.7
	"Coconino County, AZ"	"04005"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	10	143476	Unreliable	Unreliable	4.1	15.9
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	120	3817117	3.1	3.3	2.7	3.9
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	81	3880244	2.1	2.1	1.6	2.6
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2012"	"2012"	65	3942169	1.6	1.6	1.2	2.0
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	69	4009412	1.7	1.7	1.3	2.1
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	58	4087191	1.4	1.4	1.1	1.8
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	61	4167947	1.5	1.3	1.0	1.7
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2016"	"2016"	59	4242997	1.4	1.2	0.9	1.6
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2017"	"2017"	45	4307033	1.0	0.9	0.7	1.2
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	67	4410824	1.5	1.3	1.0	1.7
	"Maricopa County, AZ"	"04013"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	59	4485414	1.3	1.1	0.8	1.4
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	12	200186	Unreliable	Unreliable	2.1	7.1
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	13	202351	Unreliable	Unreliable	1.9	6.2
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	37	203030	18.2	9.9	6.9	13.7
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	19	203361	Unreliable	Unreliable	2.8	7.6
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2015"	"2015"	25	204737	12.2	6.3	4.0	9.2
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2016"	"2016"	17	205249	Unreliable	Unreliable	2.3	6.8
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2017"	"2017"	13	207200	Unreliable	Unreliable	1.5	4.9
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	16	209550	Unreliable	Unreliable	2.1	6.6
	"Mohave County, AZ"	"04015"	"Emphysema (J43)"	"GR113-084"	"2019"	"2019"	11	212181	Unreliable	Unreliable	1.2	4.2
	"Navajo County, AZ"	"04017"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	10	108101	Unreliable	Unreliable	4.2	16.2
	"Navajo County, AZ"	"04017"	"Emphysema (J43)"	"GR113-084"	"2018"	"2018"	14	110445	Unreliable	Unreliable	6.0	18.3
	"Pima County, AZ"	"04019"	"Emphysema (J43)"	"GR113-084"	"2010"	"2010"	36	980263	3.7	3.0	2.1	4.2
	"Pima County, AZ"	"04019"	"Emphysema (J43)"	"GR113-084"	"2011"	"2011"	23	989569	2.3	1.8	1.2	2.7
	"Pima County, AZ"	"04019"	"Emphysema (J43)"	"GR113-084"	"2012"	"2012"	41	992394	4.1	3.2	2.3	4.4
	"Pima County, AZ"	"04019"	"Emphysema (J43)"	"GR113-084"	"2013"	"2013"	21	996554	2.1	1.6	1.0	2.5
	"Pima County, AZ"	"04019"	"Emphysema (J43)"	"GR113-084"	"2014"	"2014"	33	1004516	3.3	2.3	1.6	3.3
