"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2010"	"2010"	28	182265	15.4	13.1	8.6	19.0
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2011"	"2011"	19	186717	Unreliable	Unreliable	4.9	12.6
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2012"	"2012"	12	190790	Unreliable	Unreliable	2.3	8.4
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2014"	"2014"	21	200111	10.5	8.2	5.0	12.7
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2015"	"2015"	21	203709	10.3	7.6	4.6	11.7
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2016"	"2016"	27	208563	12.9	9.7	6.4	14.2
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2017"	"2017"	28	212628	13.2	9.6	6.4	14.0
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	22	218022	10.1	6.7	4.2	10.1
	"Baldwin County, AL"	"01003"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	34	223234	15.2	10.9	7.4	15.5
	"Baldwin County, AL"	"01003"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	10	223234	Unreliable	Unreliable	1.5	5.9
	"Blount County, AL"	"01009"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	10	57826	Unreliable	Unreliable	6.2	23.8
	"Calhoun County, AL"	"01015"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	21	113605	18.5	15.0	9.3	22.9
	"Chambers County, AL"	"01017"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	10	33615	Unreliable	Unreliable	10.9	42.0
	"Chambers County, AL"	"01017"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	10	33254	Unreliable	Unreliable	9.0	34.6
	"Colbert County, AL"	"01033"	"Hypertensive heart disease (I11)"	"GR113-056"	"2017"	"2017"	10	54500	Unreliable	Unreliable	5.9	22.7
	"Colbert County, AL"	"01033"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	13	54762	Unreliable	Unreliable	8.4	27.1
	"Colbert County, AL"	"01033"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	11	55241	Unreliable	Unreliable	6.7	24.1
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2011"	"2011"	12	80536	Unreliable	Unreliable	6.7	22.6
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2014"	"2014"	16	81289	Unreliable	Unreliable	9.6	28.4
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2016"	"2016"	20	82471	24.3	20.7	12.7	32.0
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2017"	"2017"	20	82755	24.2	20.2	12.4	31.3
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2018"	"2018"	31	83442	37.2	30.6	20.8	43.4
	"Cullman County, AL"	"01043"	"Hypertensive heart disease (I11)"	"GR113-056"	"2019"	"2019"	48	83768	57.3	47.0	34.6	62.6
	"Cullman County, AL"	"01043"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	10	83442	Unreliable	Unreliable	4.9	18.8
