"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2011"	"2011"	24	186717	12.9	10.3	6.6	15.3
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2012"	"2012"	14	190790	Unreliable	Unreliable	3.1	10.1
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2013"	"2013"	16	195540	Unreliable	Unreliable	3.6	10.3
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2014"	"2014"	18	200111	Unreliable	Unreliable	3.9	10.4
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2016"	"2016"	14	208563	Unreliable	Unreliable	2.6	8.0
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2017"	"2017"	17	212628	Unreliable	Unreliable	3.4	9.7
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2018"	"2018"	23	218022	10.5	7.6	4.7	11.4
	"Baldwin County, AL"	"01003"	"Leukemia (C91-C95)"	"GR113-040"	"2019"	"2019"	18	223234	Unreliable	Unreliable	3.3	9.0
	"Baldwin County, AL"	"01003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2010"	"2010"	11	182265	Unreliable	Unreliable	2.5	8.8
	"Baldwin County, AL"	"01003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2012"	"2012"	13	190790	Unreliable	Unreliable	2.7	8.8
	"Baldwin County, AL"	"01003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	"2014"	"2014"	12	200111	Unreliable	Unreliable	2.3	7.7
