"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Autauga County, AL"	"01001"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2019"	"2019"	12	55869	Unreliable	Unreliable	8.6	29.0
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2010"	"2010"	16	182265	Unreliable	Unreliable	3.8	10.8
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2011"	"2011"	24	186717	12.9	9.9	6.3	14.7
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2012"	"2012"	25	190790	13.1	9.5	6.2	14.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2013"	"2013"	25	195540	12.8	8.8	5.7	13.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2014"	"2014"	30	200111	15.0	10.5	7.0	15.1
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2015"	"2015"	28	203709	13.7	9.9	6.5	14.5
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2016"	"2016"	45	208563	21.6	15.5	11.2	20.8
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2017"	"2017"	30	212628	14.1	9.5	6.4	13.7
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2018"	"2018"	50	218022	22.9	14.8	10.9	19.6
	"Baldwin County, AL"	"01003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2019"	"2019"	36	223234	16.1	10.9	7.6	15.2
	"Blount County, AL"	"01009"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2016"	"2016"	10	57704	Unreliable	Unreliable	6.2	23.8
